date,mounts,downlink_length
2017/11/20 11:33,89313,158720
2017/11/20 11:34,167403,222975
2017/11/20 11:35,164956,187770
2017/11/20 11:36,102743,77666
2017/11/20 11:37,206536,166286
2017/11/20 11:38,77090,154953
2017/11/20 11:39,90534,123205
2017/11/20 11:40,107728,254191
2017/11/20 11:41,221128,99422
2017/11/20 11:42,121058,233705
2017/11/20 11:43,340796,296163
2017/11/20 11:44,128411,225784
2017/11/20 11:45,114955,280232
2017/11/20 11:46,207670,201009
2017/11/20 11:47,173507,306094
2017/11/20 11:48,141838,43831
2017/11/20 11:49,251697,280697
2017/11/20 11:50,223627,148524
2017/11/20 11:51,145458,125378
2017/11/20 11:52,202896,264472
2017/11/20 11:53,139405,230486
2017/11/20 11:54,136918,130343
2017/11/20 11:55,107701,200825
2017/11/20 11:56,90579,254655
2017/11/20 11:57,173595,204637
2017/11/20 11:58,52702,78067
2017/11/20 11:59,166187,180882
2017/11/20 12:00,167413,335744
2017/11/20 12:01,216255,204057
2017/11/20 12:02,156455,121140
2017/11/20 12:03,118604,75129
2017/11/20 12:04,108837,129974
2017/11/20 12:05,414028,281689
2017/11/20 12:06,352974,392826
2017/11/20 12:07,172321,166070
2017/11/20 12:08,113710,175626
2017/11/20 12:09,132025,218945
2017/11/20 12:10,123499,163033
2017/11/20 12:11,287019,187919
2017/11/20 12:12,227233,174331
2017/11/20 12:13,107596,127155
2017/11/20 12:14,101517,125519
2017/11/20 12:15,127129,128291
2017/11/20 12:16,119837,190591
2017/11/20 12:17,77101,216365
2017/11/20 12:18,188218,171575
2017/11/20 12:19,166334,127265
2017/11/20 12:20,81912,311222
2017/11/20 12:21,142955,119289
2017/11/20 12:22,133203,163824
2017/11/20 12:23,134490,127196
2017/11/20 12:24,206466,238590
2017/11/20 12:25,250429,293295
2017/11/20 12:26,179613,175975
2017/11/20 12:27,236997,189462
2017/11/20 12:28,173562,99611
2017/11/20 12:29,167401,181319
2017/11/20 12:30,29436,15406
2017/11/20 12:31,116,21670
2017/11/20 12:32,108,17144
2017/11/20 12:33,140,17680
2017/11/20 12:34,131,18244
2017/11/20 12:35,140,16337
2017/11/20 12:36,167,17086
2017/11/20 12:37,126,17134
2017/11/20 12:38,134,19451
2017/11/20 12:39,154,21450
2017/11/20 12:40,129,13716
2017/11/20 12:41,103,12901
2017/11/20 12:42,144,13560
2017/11/20 12:43,161,12608
2017/11/20 12:44,152,17195
2017/11/20 12:45,104,12482
2017/11/20 12:46,104,19313
2017/11/20 12:47,91,13798
2017/11/20 12:48,212,20703
2017/11/20 12:49,103,18011
2017/11/20 12:50,78,14585
2017/11/20 12:51,37,7338
2017/11/20 12:52,40,3935
2017/11/20 12:53,51,3314
2017/11/20 12:54,36,3373
2017/11/20 12:55,22,2804
2017/11/20 12:56,4,2660
2017/11/20 12:57,19,2451
2017/11/20 12:58,46,10841
2017/11/20 12:59,48,6441
2017/11/20 13:00,52,5931
2017/11/20 13:01,96,9994
2017/11/20 13:02,66,6874
2017/11/20 13:03,94,13989
2017/11/20 13:04,81,12714
2017/11/20 13:05,62,11217
2017/11/20 13:06,79,8668
2017/11/20 13:07,77,12221
2017/11/20 13:08,84,13873
2017/11/20 13:09,114,14594
2017/11/20 13:10,165,16337
2017/11/20 13:11,101,17265
2017/11/20 13:12,94,8497
2017/11/20 13:13,143,13267
2017/11/20 13:14,105,10946
2017/11/20 13:15,132,12127
2017/11/20 13:16,85,9053
2017/11/20 13:17,68,11887
2017/11/20 13:18,108,12663
2017/11/20 13:19,124,12810
2017/11/20 13:20,82,11508
2017/11/20 13:21,73,14367
2017/11/20 13:22,113,12802
2017/11/20 13:23,79,9080
2017/11/20 13:24,122,10090
2017/11/20 13:25,112,11785
2017/11/20 13:26,83,12244
2017/11/20 13:27,98,11233
2017/11/20 13:28,60,9918
2017/11/20 13:29,101,11749
2017/11/20 13:30,40,7895
2017/11/20 13:31,30,3502
2017/11/20 13:32,4,751
2017/11/20 13:33,13,2297
2017/11/20 13:34,14,1870
2017/11/20 13:35,18,1096
2017/11/20 13:36,14671,20362
2017/11/20 13:37,19563,48000
2017/11/20 13:38,19578,3948
2017/11/20 13:39,29341,34415
2017/11/20 13:40,12251,4100
2017/11/20 13:41,57,35933
2017/11/20 13:42,45197,58303
2017/11/20 13:43,73282,92412
2017/11/20 13:44,3700,5805
2017/11/20 13:45,40311,51857
2017/11/20 13:46,43996,27362
2017/11/20 13:47,73288,47512
2017/11/20 13:48,22011,42889
2017/11/20 13:49,72068,47675
2017/11/20 13:50,48879,99983
2017/11/20 13:51,72102,72023
2017/11/20 13:52,7412,103149
2017/11/20 13:53,4973,55314
2017/11/20 13:54,44015,76848
2017/11/20 13:55,4994,78879
2017/11/20 13:56,74585,51182
2017/11/20 13:57,116097,157735
2017/11/20 13:58,107530,225094
2017/11/20 13:59,50165,135333
2017/11/20 14:00,36735,114677
2017/11/20 14:01,85508,54803
2017/11/20 14:02,46507,118039
2017/11/20 14:03,80624,49419
2017/11/20 14:04,91743,81364
2017/11/20 14:05,89216,92329
2017/11/20 14:06,145405,81555
2017/11/20 14:07,85577,28368
2017/11/20 14:08,30614,57726
2017/11/20 14:09,69685,159322
2017/11/20 14:10,69694,178399
2017/11/20 14:11,83097,34008
2017/11/20 14:12,72120,25989
2017/11/20 14:13,58708,94465
2017/11/20 14:14,78184,97049
2017/11/20 14:15,25749,27761
2017/11/20 14:16,15984,28151
2017/11/20 14:17,74597,191778
2017/11/20 14:18,172264,28753
2017/11/20 14:19,50151,115735
2017/11/20 14:20,91670,100846
2017/11/20 14:21,147827,218689
2017/11/20 14:22,44081,135494
2017/11/20 14:23,84344,109836
2017/11/20 14:24,46555,81290
2017/11/20 14:25,73388,89857
2017/11/20 14:26,58681,138382
2017/11/20 14:27,58690,95596
2017/11/20 14:28,23336,44968
2017/11/20 14:29,14762,95578
2017/11/20 14:30,53859,94780
2017/11/20 14:31,80668,79964
2017/11/20 14:32,57458,26532
2017/11/20 14:33,229611,137731
2017/11/20 14:34,46531,90847
2017/11/20 14:35,107597,57942
2017/11/20 14:36,127,68276
2017/11/20 14:37,107561,140971
2017/11/20 14:38,23323,124914
2017/11/20 14:39,34293,104605
2017/11/20 14:40,44034,83788
2017/11/20 14:41,85581,185799
2017/11/20 14:42,90,9267
2017/11/20 14:43,94057,139145
2017/11/20 14:44,212443,99548
2017/11/20 14:45,64809,36518
2017/11/20 14:46,95282,97097
2017/11/20 14:47,46489,32022
2017/11/20 14:48,111208,78758
2017/11/20 14:49,53821,22720
2017/11/20 14:50,81888,142096
2017/11/20 14:51,68440,82627
2017/11/20 14:52,140481,77632
2017/11/20 14:53,180755,145679
2017/11/20 14:54,124583,37140
2017/11/20 14:55,63625,71098
2017/11/20 14:56,113658,93554
2017/11/20 14:57,23336,127309
2017/11/20 14:58,112446,180768
2017/11/20 14:59,121013,185507
2017/11/20 15:00,44135,52871
2017/11/20 15:01,12367,43541
2017/11/20 15:02,48961,44530
2017/11/20 15:03,57528,115849
2017/11/20 15:04,147,44028
2017/11/20 15:05,52590,90241
2017/11/20 15:06,66021,111386
2017/11/20 15:07,77056,44053
2017/11/20 15:08,97807,70267
2017/11/20 15:09,201573,234210
2017/11/20 15:10,17214,104793
2017/11/20 15:11,55024,95609
2017/11/20 15:12,100183,35619
2017/11/20 15:13,7440,101632
2017/11/20 15:14,75817,69867
2017/11/20 15:15,35512,118548
2017/11/20 15:16,63611,114455
2017/11/20 15:17,89209,235950
2017/11/20 15:18,101409,87173
2017/11/20 15:19,86716,55049
2017/11/20 15:20,94091,35798
2017/11/20 15:21,18436,165489
2017/11/20 15:22,59883,26891
2017/11/20 15:23,71006,38243
2017/11/20 15:24,67238,80479
2017/11/20 15:25,73388,44203
2017/11/20 15:26,149059,240204
2017/11/20 15:27,181978,162320
2017/11/20 15:28,19656,66777
2017/11/20 15:29,105091,98492
2017/11/20 15:30,28185,43919
2017/11/20 15:31,80706,191787
2017/11/20 15:32,117298,115148
2017/11/20 15:33,96587,119742
2017/11/20 15:34,7436,67623
2017/11/20 15:35,55026,43826
2017/11/20 15:36,50170,128651
2017/11/20 15:37,90416,30582
2017/11/20 15:38,203945,143859
2017/11/20 15:39,70891,47041
2017/11/20 15:40,163697,34871
2017/11/20 15:41,37927,54683
2017/11/20 15:42,123447,110224
2017/11/20 15:43,79433,113772
2017/11/20 15:44,133181,92701
2017/11/20 15:45,123486,102449
2017/11/20 15:46,106285,56634
2017/11/20 15:47,200302,210723
2017/11/20 15:48,129474,36113
2017/11/20 15:49,118527,81392
2017/11/20 15:50,146631,98734
2017/11/20 15:51,47715,16411
2017/11/20 15:52,7446,60745
2017/11/20 15:53,31894,37444
2017/11/20 15:54,152707,156954
2017/11/20 15:55,124695,181676
2017/11/20 15:56,218615,78925
2017/11/20 15:57,81921,115426
2017/11/20 15:58,184415,119697
2017/11/20 15:59,51379,80857
2017/11/20 16:00,105089,93655
2017/11/20 16:01,75778,106449
2017/11/20 16:02,123373,86668
2017/11/20 16:03,140459,91472
2017/11/20 16:04,80666,113922
2017/11/20 16:05,69681,202337
2017/11/20 16:06,97777,52466
2017/11/20 16:07,73331,133209
2017/11/20 16:08,169787,81380
2017/11/20 16:09,34280,57624
2017/11/20 16:10,89195,54424
2017/11/20 16:11,6185,72508
2017/11/20 16:12,245463,168910
2017/11/20 16:13,58682,166723
2017/11/20 16:14,63589,102317
2017/11/20 16:15,118536,111292
2017/11/20 16:16,33073,93328
2017/11/20 16:17,67236,78115
2017/11/20 16:18,56202,84924
2017/11/20 16:19,41606,35932
2017/11/20 16:20,24515,59887
2017/11/20 16:21,96550,45743
2017/11/20 16:22,40379,60942
2017/11/20 16:23,117275,113331
2017/11/20 16:24,50172,144265
2017/11/20 16:25,62349,88855
2017/11/20 16:26,12303,105696
2017/11/20 16:27,44067,110553
2017/11/20 16:28,106299,140031
2017/11/20 16:29,36731,101656
2017/11/20 16:30,95332,80459
2017/11/20 16:31,47743,43163
2017/11/20 16:32,67239,146864
2017/11/20 16:33,52609,93969
2017/11/20 16:34,109972,173251
2017/11/20 16:35,128354,98084
2017/11/20 16:36,140478,174118
2017/11/20 16:37,180789,158991
2017/11/20 16:38,85584,111392
2017/11/20 16:39,22066,19263
2017/11/20 16:40,33068,92408
2017/11/20 16:41,84351,144683
2017/11/20 16:42,29417,89717
2017/11/20 16:43,94096,25349
2017/11/20 16:44,66031,63910
2017/11/20 16:45,41564,128235
2017/11/20 16:46,95339,116703
2017/11/20 16:47,86765,50302
2017/11/20 16:48,151485,97755
2017/11/20 16:49,103904,155936
2017/11/20 16:50,131930,168694
2017/11/20 16:51,145451,78625
2017/11/20 16:52,116153,141721
2017/11/20 16:53,28229,103744
2017/11/20 16:54,87983,54794
2017/11/20 16:55,62377,91101
2017/11/20 16:56,70884,118245
2017/11/20 16:57,55072,66047
2017/11/20 16:58,40369,55642
2017/11/20 16:59,64783,123303
2017/11/20 17:00,79518,126710
2017/11/20 17:01,117331,129108
2017/11/20 17:02,58697,56609
2017/11/20 17:03,88028,97028
2017/11/20 17:04,91651,170195
2017/11/20 17:05,172197,61388
2017/11/20 17:06,42864,25336
2017/11/20 17:07,169770,40589
2017/11/20 17:08,84330,146789
2017/11/20 17:09,114828,146220
2017/11/20 17:10,81882,103411
2017/11/20 17:11,55032,19678
2017/11/20 17:12,47697,34499
2017/11/20 17:13,118535,116381
2017/11/20 17:14,56247,172196
2017/11/20 17:15,62395,83615
2017/11/20 17:16,26980,80309
2017/11/20 17:17,146681,59568
2017/11/20 17:18,147866,134625
2017/11/20 17:19,46533,31246
2017/11/20 17:20,29440,77197
2017/11/20 17:21,45318,97350
2017/11/20 17:22,128261,146275
2017/11/20 17:23,102661,125938
2017/11/20 17:24,128,57347
2017/11/20 17:25,83126,98771
2017/11/20 17:26,29436,78710
2017/11/20 17:27,146605,122497
2017/11/20 17:28,119795,121687
2017/11/20 17:29,41604,28938
2017/11/20 17:30,45263,15573
2017/11/20 17:31,90413,89771
2017/11/20 17:32,14733,88868
2017/11/20 17:33,98967,153297
2017/11/20 17:34,114832,123132
2017/11/20 17:35,78,5771
2017/11/20 17:36,116044,90507
2017/11/20 17:37,145414,107592
2017/11/20 17:38,61164,83761
2017/11/20 17:39,90432,142626
2017/11/20 17:40,44008,69396
2017/11/20 17:41,39173,34723
2017/11/20 17:42,87998,40872
2017/11/20 17:43,41566,7375
2017/11/20 17:44,72128,175162
2017/11/20 17:45,88085,55879
2017/11/20 17:46,45310,118376
2017/11/20 17:47,138092,128899
2017/11/20 17:48,35565,32308
2017/11/20 17:49,56229,120608
2017/11/20 17:50,88009,53696
2017/11/20 17:51,24551,98525
2017/11/20 17:52,44056,27251
2017/11/20 17:53,67238,57612
2017/11/20 17:54,89229,148425
2017/11/20 17:55,100172,52659
2017/11/20 17:56,63529,81675
2017/11/20 17:57,85534,87241
2017/11/20 17:58,29466,40090
2017/11/20 17:59,41625,88979
2017/11/20 18:00,166135,90253
2017/11/20 18:01,102604,103683
2017/11/20 18:02,105076,130125
2017/11/20 18:03,52602,95884
2017/11/20 18:04,112388,59170
2017/11/20 18:05,138014,67211
2017/11/20 18:06,84316,115485
2017/11/20 18:07,155138,102874
2017/11/20 18:08,86755,62710
2017/11/20 18:09,73343,41489
2017/11/20 18:10,22044,36282
2017/11/20 18:11,106261,32290
2017/11/20 18:12,50148,20795
2017/11/20 18:13,109950,37551
2017/11/20 18:14,28145,109094
2017/11/20 18:15,23267,41962
2017/11/20 18:16,17207,38940
2017/11/20 18:17,125872,58629
2017/11/20 18:18,190545,112633
2017/11/20 18:19,13535,118511
2017/11/20 18:20,46428,144996
2017/11/20 18:21,184411,153570
2017/11/20 18:22,2537,75876
2017/11/20 18:23,85557,190421
2017/11/20 18:24,63585,34156
2017/11/20 18:25,87965,164725
2017/11/20 18:26,69736,157580
2017/11/20 18:27,106,32920
2017/11/20 18:28,61158,101707
2017/11/20 18:29,112382,99292
2017/11/20 18:30,92851,77079
2017/11/20 18:31,69650,71297
2017/11/20 18:32,69640,68218
2017/11/20 18:33,114817,85811
2017/11/20 18:34,76989,25241
2017/11/20 18:35,112400,176978
2017/11/20 18:36,80667,101039
2017/11/20 18:37,2494,66218
2017/11/20 18:38,84313,44062
2017/11/20 18:39,75761,103128
2017/11/20 18:40,58666,48745
2017/11/20 18:41,79406,55418
2017/11/20 18:42,36694,46195
2017/11/20 18:43,89203,118639
2017/11/20 18:44,151457,44551
2017/11/20 18:45,42833,97397
2017/11/20 18:46,63594,79387
2017/11/20 18:47,111148,124571
2017/11/20 18:48,89196,20747
2017/11/20 18:49,119687,46608
2017/11/20 18:50,9916,60660
2017/11/20 18:51,47717,71002
2017/11/20 18:52,68437,104026
2017/11/20 18:53,97,39331
2017/11/20 18:54,80614,27512
2017/11/20 18:55,67210,54126
2017/11/20 18:56,11072,8912
2017/11/20 18:57,22041,121882
2017/11/20 18:58,57436,93126
2017/11/20 18:59,3698,5240
2017/11/20 19:00,11080,53309
2017/11/20 19:01,19603,189079
2017/11/20 19:02,34248,63085
2017/11/20 19:03,64769,21805
2017/11/20 19:04,194140,33996
2017/11/20 19:05,61095,63190
2017/11/20 19:06,43997,106216
2017/11/20 19:07,17126,69521
2017/11/20 19:08,24450,48426
2017/11/20 19:09,100183,37740
2017/11/20 19:10,56181,60341
2017/11/20 19:11,59861,21310
2017/11/20 19:12,31780,47639
2017/11/20 19:13,30,6111
2017/11/20 19:14,66,15410
2017/11/20 19:15,18360,30246
2017/11/20 19:16,51306,62699
2017/11/20 19:17,13473,9051
2017/11/20 19:18,51369,49988
2017/11/20 19:19,51356,47029
2017/11/20 19:20,53778,63731
2017/11/20 19:21,17135,121105
2017/11/20 19:22,40338,101999
2017/11/20 19:23,58631,134374
2017/11/20 19:24,71,36031
2017/11/20 19:25,37901,51766
2017/11/20 19:26,48,16029
2017/11/20 19:27,24461,35758
2017/11/20 19:28,16,50067
2017/11/20 19:29,97683,21759
2017/11/20 19:30,25702,35726
2017/11/20 19:31,11043,47759
2017/11/20 19:32,40324,61968
2017/11/20 19:33,3731,4412
2017/11/20 19:34,26,6237
2017/11/20 19:35,2488,30694
2017/11/20 19:36,11018,29984
2017/11/20 19:37,30,10187
2017/11/20 19:38,28111,62056
2017/11/20 19:39,61101,13453
2017/11/20 19:40,76954,23010
2017/11/20 19:41,24458,20489
2017/11/20 19:42,41530,18569
2017/11/20 19:43,57,4875
2017/11/20 19:44,59,6303
2017/11/20 19:45,31768,26741
2017/11/20 19:46,24440,57245
2017/11/20 19:47,37881,59601
2017/11/20 19:48,28,4899
2017/11/20 19:49,18339,27400
2017/11/20 19:50,35427,77562
2017/11/20 19:51,53748,146319
2017/11/20 19:52,4921,3684
2017/11/20 19:53,42744,23472
2017/11/20 19:54,40307,91289
2017/11/20 19:55,53730,93394
2017/11/20 19:56,31777,20258
2017/11/20 19:57,11,34697
2017/11/20 19:58,4896,18102
2017/11/20 19:59,73282,42780
2017/11/20 20:00,27,22212
2017/11/20 20:01,120861,76198
2017/11/20 20:02,19,3926
2017/11/20 20:03,24,19015
2017/11/20 20:04,29,2178
2017/11/20 20:05,31,6173
2017/11/20 20:06,19557,4063
2017/11/20 20:07,33,5871
2017/11/20 20:08,15,1277
2017/11/20 20:09,14683,4551
2017/11/20 20:10,43956,2351
2017/11/20 20:11,9799,29723
2017/11/20 20:12,58,8938
2017/11/20 20:13,36661,19397
2017/11/20 20:14,42,3423
2017/11/20 20:15,15,22193
2017/11/20 20:16,17,3625
2017/11/20 20:17,9780,28377
2017/11/20 20:18,10998,2447
2017/11/20 20:19,68380,16459
2017/11/20 20:20,3671,15150
2017/11/20 20:21,14675,1431
2017/11/20 20:22,32,3033
2017/11/20 20:23,15,1634
2017/11/20 20:24,20,2826
2017/11/20 20:25,11,3093
2017/11/20 20:26,24427,39606
2017/11/20 20:27,106221,67288
2017/11/20 20:28,23,1070
2017/11/20 20:29,4898,4813
2017/11/20 20:30,36,4267
2017/11/20 20:31,11000,1239
2017/11/20 20:32,6,1867
2017/11/20 20:33,12222,2385
2017/11/20 20:34,11014,2786
2017/11/20 20:35,17104,1371
2017/11/20 20:36,19532,1049
2017/11/20 20:37,22,944
2017/11/20 20:38,22,2197
2017/11/20 20:39,115991,16682
2017/11/20 20:40,29,20011
2017/11/20 20:41,21998,4711
2017/11/20 20:42,3665,51419
2017/11/20 20:43,19542,11895
2017/11/20 20:44,14,37394
2017/11/20 20:45,25668,2367
2017/11/20 20:46,65951,28087
2017/11/20 20:47,40307,83240
2017/11/20 20:48,12231,31271
2017/11/20 20:49,51280,56557
2017/11/20 20:50,4,1369
2017/11/20 20:51,21,2177
2017/11/20 20:52,13,3005
2017/11/20 20:53,9,882
2017/11/20 20:54,15,2375
2017/11/20 20:55,2453,45150
2017/11/20 20:56,9786,1550
2017/11/20 20:57,6,17743
2017/11/20 20:58,11,1678
2017/11/20 20:59,19534,1087
2017/11/20 21:00,21997,28127
2017/11/20 21:01,25650,1923
2017/11/20 21:02,14,1722
2017/11/20 21:03,7,343
2017/11/20 21:04,7,1717
2017/11/20 21:05,25637,211
2017/11/20 21:06,26855,10225
2017/11/20 21:07,43950,11345
2017/11/20 21:08,23201,12913
2017/11/20 21:09,3,39
2017/11/20 21:10,1,9770
2017/11/20 21:12,13,393
2017/11/20 21:13,25635,44568
2017/11/20 21:14,9,271
2017/11/20 21:15,12209,48570
2017/11/20 21:16,3,2176
2017/11/20 21:17,0,375
2017/11/20 21:18,12,1341
2017/11/20 21:19,33,1197
2017/11/20 21:20,2,129
2017/11/20 21:21,21,1565
2017/11/20 21:22,21,11924
2017/11/20 21:23,5,861
2017/11/20 21:24,20,3042
2017/11/20 21:25,0,1371
2017/11/20 21:26,2,120
2017/11/20 21:27,9,1310
2017/11/20 21:28,8,312
2017/11/20 21:29,17,2071
2017/11/20 21:30,11,629
2017/11/20 21:31,26,3296
2017/11/20 21:32,4,677
2017/11/20 21:33,4,376
2017/11/20 21:34,8,895
2017/11/20 21:35,4,886
2017/11/20 21:36,14658,27555
2017/11/20 21:37,13432,11970
2017/11/20 21:38,0,20752
2017/11/20 21:39,1,807
2017/11/20 21:40,5,666
2017/11/20 21:41,19533,1406
2017/11/20 21:42,7,0
2017/11/20 21:43,5,30566
2017/11/20 21:44,9,569
2017/11/20 21:45,0,4
2017/11/20 21:46,2,1216
2017/11/20 21:47,0,173
2017/11/20 21:48,0,0
2017/11/20 21:49,8,612
2017/11/20 21:50,4885,14970
2017/11/20 21:51,17091,45758
2017/11/20 21:52,14665,5171
2017/11/20 21:53,14648,1
2017/11/20 21:55,8,1232
2017/11/20 21:56,6,70
2017/11/20 21:57,6,211
2017/11/20 21:58,4,530
2017/11/20 21:59,6,629
2017/11/20 22:00,11,1562
2017/11/20 22:01,16,478
2017/11/20 22:02,19,955
2017/11/20 22:03,0,677
2017/11/20 22:04,14648,15871
2017/11/20 22:05,20,14695
2017/11/20 22:06,5,1097
2017/11/20 22:07,2,329
2017/11/20 22:12,8,250
2017/11/20 22:13,2,125
2017/11/20 22:14,0,516
2017/11/20 22:15,1,27
2017/11/20 22:16,9,1089
2017/11/20 22:17,14,297
2017/11/20 22:18,0,446
2017/11/20 22:19,6,1417
2017/11/20 22:20,5,3925
2017/11/20 22:22,0,59
2017/11/20 22:24,2,1084
2017/11/20 22:25,10,610
2017/11/20 22:27,4,347
2017/11/20 22:28,1,10
2017/11/20 22:30,5,608
2017/11/20 22:31,0,168
2017/11/20 22:32,0,5
2017/11/20 22:33,6,234
2017/11/20 22:34,6,40
2017/11/20 22:36,0,3
2017/11/20 22:43,2443,14648
2017/11/20 23:01,0,4
2017/11/20 23:02,12,2867
2017/11/20 23:04,4,757
2017/11/20 23:05,0,163
2017/11/21 2:00,0,0
2017/11/21 3:00,0,0
2017/11/21 4:00,0,0
2017/11/21 7:14,10987,0
2017/11/21 7:15,78126,0
2017/11/21 7:17,3662,0
2017/11/21 7:18,0,21973
2017/11/21 7:21,0,36624
2017/11/21 7:25,12207,21973
2017/11/21 7:27,9766,21973
2017/11/21 7:28,7324,10988
2017/11/21 7:33,12208,0
2017/11/21 7:39,0,1
2017/11/21 7:40,0,12207
2017/11/21 7:41,0,0
2017/11/21 7:42,29297,62257
2017/11/21 7:43,9766,0
2017/11/21 7:46,21974,102539
2017/11/21 7:47,12209,21974
2017/11/21 7:48,79346,17091
2017/11/21 7:51,19531,10987
2017/11/21 7:52,4883,18311
2017/11/21 7:56,21972,41504
2017/11/21 7:57,10987,18311
2017/11/21 7:58,18311,1
2017/11/21 7:59,17090,19531
2017/11/21 8:00,24414,25638
2017/11/21 8:01,18312,34180
2017/11/21 8:02,4883,36620
2017/11/21 8:05,25634,0
2017/11/21 8:06,1,21974
2017/11/21 8:08,12208,21974
2017/11/21 8:09,7325,29298
2017/11/21 8:11,9765,21973
2017/11/21 8:12,14649,0
2017/11/21 8:13,31738,1
2017/11/21 8:14,25635,46387
2017/11/21 8:15,14648,43946
2017/11/21 8:16,1,29297
2017/11/21 8:17,30518,69582
2017/11/21 8:18,9765,1
2017/11/21 8:19,0,0
2017/11/21 8:20,41506,76905
2017/11/21 8:21,40283,29298
2017/11/21 8:22,46388,0
2017/11/21 8:23,7324,34180
2017/11/21 8:25,14651,31740
2017/11/21 8:26,3662,42727
2017/11/21 8:27,29301,61036
2017/11/21 8:28,14648,61037
2017/11/21 8:29,31739,56152
2017/11/21 8:30,84229,58596
2017/11/21 8:31,90335,79348
2017/11/21 8:32,29298,58597
2017/11/21 8:33,40284,4883
2017/11/21 8:34,0,14648
2017/11/21 8:35,29297,1
2017/11/21 8:36,34180,102541
2017/11/21 8:37,53711,7327
2017/11/21 8:38,12208,37843
2017/11/21 8:39,25636,25637
2017/11/21 8:40,43950,75688
2017/11/21 8:41,56152,26856
2017/11/21 8:42,17090,58594
2017/11/21 8:43,21972,43946
2017/11/21 8:44,70802,65923
2017/11/21 8:45,113528,85452
2017/11/21 8:46,57373,39064
2017/11/21 8:47,85450,10987
2017/11/21 8:48,87892,87894
2017/11/21 8:49,70802,48831
2017/11/21 8:50,51274,91555
2017/11/21 8:51,29300,86672
2017/11/21 8:52,220948,59817
2017/11/21 8:53,150149,228273
2017/11/21 8:54,68362,103763
2017/11/21 8:55,84234,158696
2017/11/21 8:56,124511,148930
2017/11/21 8:57,78129,106205
2017/11/21 8:58,43947,100103
2017/11/21 8:59,73244,59817
2017/11/21 9:00,56156,39031
2017/11/21 9:01,135499,62259
2017/11/21 9:02,112314,4912
2017/11/21 9:03,34184,104609
2017/11/21 9:04,59831,92875
2017/11/21 9:05,32962,85672
2017/11/21 9:06,72030,83676
2017/11/21 9:07,57384,12977
2017/11/21 9:08,48838,30085
2017/11/21 9:09,62269,5806
2017/11/21 9:10,184346,36992
2017/11/21 9:11,19542,4586
2017/11/21 9:12,119630,93999
2017/11/21 9:13,7328,12395
2017/11/21 9:14,36635,156762
2017/11/21 9:15,58604,150472
2017/11/21 9:16,28083,4137
2017/11/21 9:17,26863,62616
2017/11/21 9:18,94017,1496
2017/11/21 9:19,30535,1114
2017/11/21 9:20,54949,61685
2017/11/21 9:21,73245,76614
2017/11/21 9:22,135506,135574
2017/11/21 9:23,123293,161348
2017/11/21 9:24,146485,91558
2017/11/21 9:25,86669,68360
2017/11/21 9:26,35401,68360
2017/11/21 9:27,95214,147709
2017/11/21 9:28,19531,57373
2017/11/21 9:29,47608,185552
2017/11/21 9:30,74467,150146
2017/11/21 9:31,62256,57374
2017/11/21 9:32,84230,26861
2017/11/21 9:33,18311,90334
2017/11/21 9:34,146489,113531
2017/11/21 9:35,68359,101322
2017/11/21 9:36,125735,112309
2017/11/21 9:37,45167,51273
2017/11/21 9:38,114751,162357
2017/11/21 9:39,155031,53714
2017/11/21 9:40,124513,144047
2017/11/21 9:41,139163,126958
2017/11/21 9:42,31739,67143
2017/11/21 9:43,108645,100100
2017/11/21 9:44,52490,130617
2017/11/21 9:45,45165,102541
2017/11/21 9:46,29299,18313
2017/11/21 9:47,43946,87893
2017/11/21 9:48,136720,83011
2017/11/21 9:49,84231,86672
2017/11/21 9:50,48828,57374
2017/11/21 9:51,155031,119637
2017/11/21 9:52,145267,245367
2017/11/21 9:53,107423,124514
2017/11/21 9:54,227052,118413
2017/11/21 9:55,213628,161138
2017/11/21 9:56,119631,109870
2017/11/21 9:57,227053,73247
2017/11/21 9:58,53714,173345
2017/11/21 9:59,112307,93996
2017/11/21 10:00,19555,7614
2017/11/21 10:01,45,7632
2017/11/21 10:02,74,7048
2017/11/21 10:03,48,6125
2017/11/21 10:04,62,7647
2017/11/21 10:05,70,9143
2017/11/21 10:06,54,6737
2017/11/21 10:07,50,5299
2017/11/21 10:08,85,11242
2017/11/21 10:09,38,12730
2017/11/21 10:10,58,9047
2017/11/21 10:11,104,8104
2017/11/21 10:12,113,11289
2017/11/21 10:13,88,7847
2017/11/21 10:14,64,8275
2017/11/21 10:15,49,6372
2017/11/21 10:16,80,9607
2017/11/21 10:17,78,7513
2017/11/21 10:18,88,7862
2017/11/21 10:19,84,8064
2017/11/21 10:20,50,6210
2017/11/21 10:21,40,6548
2017/11/21 10:22,44,4467
2017/11/21 10:23,23,3857
2017/11/21 10:24,32,5015
2017/11/21 10:25,24,2863
2017/11/21 10:26,14,1395
2017/11/21 10:27,25,2724
2017/11/21 10:28,23,2522
2017/11/21 10:29,26,3410
2017/11/21 10:30,12,830
2017/11/21 10:31,13,1887
2017/11/21 10:32,12,3185
2017/11/21 10:33,15,2302
2017/11/21 10:34,2,1653
2017/11/21 10:35,12,508
2017/11/21 10:36,3,1276
2017/11/21 10:37,16,1923
2017/11/21 10:38,34,2583
2017/11/21 10:39,40,4718
2017/11/21 10:40,40,4606
2017/11/21 10:41,50,5409
